company_id,company,industry,public_strength,hypothesis_id,question,baseline_metric,unit,observed_value,measurement_plan,formula,secondary_measurements,possible_contribution,acceptance_boundary,sources,status
smr-pet-services,SMR PET SERVICES,Other,"SMR combines pet care, matching and training around the needs of pets and their guardians.",smr-pet-services-h2,"Which missing intake details cause repeat clarification before a concierge, matching or training appointment?",Clarification rounds before a complete intake,rounds/intake,UNKNOWN,"Freeze eligible work, observation window and acceptance criteria with the owner; retain incomplete work and exceptions.",,,A service-specific completeness checklist distinguishes required care facts from optional preferences.,Do not infer veterinary conditions or pet suitability from a short form; qualified staff make care decisions.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-smr-pet-services | https://www.smrpetservices.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
smr-pet-services,SMR PET SERVICES,Other,"SMR combines pet care, matching and training around the needs of pets and their guardians.",smr-pet-services-h3,Could a consistent after-session summary reduce repeated instructions while preserving individual training plans?,Staff time preparing an approved session follow-up,minutes/session,UNKNOWN,"Freeze eligible work, observation window and acceptance criteria with the owner; retain incomplete work and exceptions.",,,Organize trainer-approved notes and next-step checklists by anonymous session ID.,Use only trainer-approved content and consented communication; measure correction rate alongside time.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-smr-pet-services | https://www.smrpetservices.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
specinate,SpeciNate,Social Enterprise / Nonprofit,SpeciNate connects wildlife needs with supporters and emphasizes a visible record after a need is funded.,specinate-h1,Which missing fields most often delay a necessity listing from being ready for steward review?,Time from draft necessity to approved listing,hours/listing,UNKNOWN,"Freeze eligible work, observation window and acceptance criteria with the owner; retain incomplete work and exceptions.",,,"A necessity-readiness checklist links each requested item to a purpose, budget source and owner review.","A completed checklist does not verify a steward, charity status or tax deductibility.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-specinate | https://www.specinate.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
specinate,SpeciNate,Social Enterprise / Nonprofit,SpeciNate connects wildlife needs with supporters and emphasizes a visible record after a need is funded.,specinate-h2,"Could an exception view reduce effort reconciling pledges, cleared funds, refunds and a necessity's displayed status?",Staff reconciliation effort per funding exception,minutes/exception,UNKNOWN,"Freeze eligible work, observation window and acceptance criteria with the owner; retain incomplete work and exceptions.",,,Match authorized export rows by necessity and transaction IDs and retain every unmatched row.,"No payment action, inferred receipt or automatic donation claim; distinguish pending from cleared funds.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-specinate | https://www.specinate.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
specinate,SpeciNate,Social Enterprise / Nonprofit,SpeciNate connects wildlife needs with supporters and emphasizes a visible record after a need is funded.,specinate-h3,Would an explicit update owner and due date improve follow-through after a necessity is funded?,Funded necessities awaiting an owner-approved update beyond the target,necessities/window,UNKNOWN,"Freeze eligible work, observation window and acceptance criteria with the owner; retain incomplete work and exceptions.",,,An update checklist ties each funded necessity to an approved evidence link and draft supporter note.,"Do not fabricate delivery evidence, animal outcomes or donor stories; send only with consent and approval.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-specinate | https://www.specinate.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
spilburg-solutions,Spilburg Solutions,Professional Services,Spilburg Solutions focuses on operational diagnosis and documentation so businesses can make routine work repeatable.,spilburg-solutions-h1,Could reviewing a client's existing procedures take less time if each claimed step links to its current document and owner?,Review effort per source-complete process map,minutes/process,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",Total mapping and verification minutes divided by accepted process maps.,,"A small evidence index pairing each process step with its source document, responsible role, and unresolved question; AI may draft a map from approved redacted material.",Preserve conflicting procedures and missing evidence; the consultant validates the map before it represents current operations.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-spilburg-solutions | https://www.linkedin.com/in/heather-spilburg | https://heatherspilburg.com,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
spilburg-solutions,Spilburg Solutions,Professional Services,Spilburg Solutions focuses on operational diagnosis and documentation so businesses can make routine work repeatable.,spilburg-solutions-h2,"Which handoffs still depend on asking one particular person, even after a procedure has been documented?",Handoffs requiring an unplanned clarification,percent of handoffs,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",100 times handoffs requiring an extra clarification divided by sampled eligible handoffs.,,"A handoff rehearsal sheet recording the intended receiver, required input, acceptance check, and the question that stopped completion.",Do not monitor or rank employees; measure the process with consent and preserve necessary professional judgment.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-spilburg-solutions | https://www.linkedin.com/in/heather-spilburg | https://heatherspilburg.com,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
spilburg-solutions,Spilburg Solutions,Professional Services,Spilburg Solutions focuses on operational diagnosis and documentation so businesses can make routine work repeatable.,spilburg-solutions-h3,Can an operational change reduce total effort once maintenance and exception handling are included?,Total staff effort per accepted task,minutes/accepted task,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.","Routine execution, exception handling, review, and allocated procedure-maintenance minutes divided by accepted tasks.",,"A before-and-after worksheet for one agreed workflow, with equivalent task categories and a correction log.",A faster incomplete task is not an improvement; do not convert minutes into money without owner-supplied costs or claim causal savings from an uncontrolled comparison.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-spilburg-solutions | https://www.linkedin.com/in/heather-spilburg | https://heatherspilburg.com,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
starra-llc,STARRA,Professional Services,"STARRA describes a business focused on developing digital products, with AI central to its approach.",starra-llc-h1,Could each active product idea be tied to one specific user task and a recorded piece of customer evidence?,Active ideas with an explicit user task and supporting evidence,percent of active ideas,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",100 times active ideas with the agreed fields complete divided by all active ideas.,,"A product decision sheet that records intended user, job to be done, evidence source, next uncertainty, and the owner's next decision.","Do not invent a product, customer interview, demand, or revenue; fewer active ideas is not automatically success.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-starra-llc | https://starra.llc | https://nstagram.com/classicwilliams,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
starra-llc,STARRA,Professional Services,"STARRA describes a business focused on developing digital products, with AI central to its approach.",starra-llc-h2,"For an existing product, can its operating effort and vendor spend be related to completed, accepted user tasks?",Owner-recorded operating cost per accepted user task,USD/accepted task,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",Verified attributable vendor and labor costs divided by accepted tasks during the same period.,,"A spreadsheet joining owner-supplied bills and task counts for one product, with shared costs and missing allocations shown separately.","Do not estimate margins from unknown bills, omit failed/repeated tasks, or treat dollar cost as energy consumption.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-starra-llc | https://starra.llc | https://nstagram.com/classicwilliams,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
